"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"C1074","5","10","41","0","2024","4","","Albuquerque, NM MSA","Private","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",27876,327453,327408,326289,5123594943,1184734648,9868747,1205,"",0.99,0.94,0.94,0.94,0.90,1.02,1.00,0.95,"",942,3.5,3580,1.1,2692,0.8,902,0.3,310595419,6.5,53363867,4.7,625510,6.8,65,5.7
"C1074","5","101","42","0","2024","1","","Albuquerque, NM MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",3176,44165,44494,44544,766579693,688605544,7780371,1328,"",0.92,0.77,0.77,0.76,0.78,0.82,1.00,1.02,"",127,4.2,352,0.8,597,1.4,524,1.2,53488448,7.5,46405941,7.2,-173259,-2.2,79,6.3
"C1074","5","101","42","0","2024","2","","Albuquerque, NM MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",3172,44736,44868,45217,765196359,457755378,5143338,1310,"",0.93,0.76,0.76,0.75,0.78,0.90,0.95,1.03,"",78,2.5,47,0.1,-36,-0.1,-15,0.0,42776810,5.9,21226891,4.9,-174775,-3.3,73,5.9
"C1074","5","101","42","0","2024","3","","Albuquerque, NM MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",3175,45611,45789,45658,822609023,258970696,2883573,1385,"",0.92,0.76,0.76,0.76,0.81,0.83,0.84,1.06,"",32,1.0,672,1.5,597,1.3,459,1.0,73227620,9.8,11135747,4.5,-84232,-2.8,107,8.4
"C1074","5","101","42","0","2024","4","","Albuquerque, NM MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",3225,46298,45186,45063,935234015,171626466,1927486,1581,"",0.92,0.78,0.76,0.77,0.87,0.86,0.90,1.12,"",59,1.9,645,1.4,40,0.1,-357,-0.8,105224465,12.7,5029452,3.0,-89705,-4.4,175,12.4
"C1074","5","1011","43","0","2024","1","","Albuquerque, NM MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",138,804,806,787,9824860,9310735,135373,946,"",0.41,0.18,0.18,0.17,0.14,0.16,0.25,0.76,"",0,0.0,-66,-7.6,-71,-8.1,-81,-9.3,-94648,-1.0,-242962,-2.5,10913,8.8,71,8.1
"C1074","5","1011","43","0","2024","2","","Albuquerque, NM MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",138,831,847,871,10551991,7985147,122129,955,"",0.41,0.18,0.17,0.17,0.15,0.16,0.21,0.88,"",0,0.0,-50,-5.7,-65,-7.1,-67,-7.1,162084,1.6,-74255,-0.9,15965,15.0,77,8.8
"C1074","5","1011","43","0","2024","3","","Albuquerque, NM MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",142,849,861,880,11062222,5697851,69326,986,"",0.42,0.17,0.17,0.17,0.15,0.16,0.16,0.88,"",3,2.2,-89,-9.5,-60,-6.5,-54,-5.8,40497,0.4,-307926,-5.1,-10673,-13.3,75,8.2
"C1074","5","1011","43","0","2024","4","","Albuquerque, NM MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",145,1273,855,850,14216163,4447657,47848,1102,"",0.42,0.25,0.18,0.19,0.19,0.19,0.19,0.90,"",5,3.6,-63,-4.7,-77,-8.3,-88,-9.4,1361377,10.6,-460994,-9.4,-6605,-12.1,177,19.1
"C1074","5","1012","43","0","2024","1","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2250,26461,26620,26694,435094957,407415609,5815930,1259,"",1.04,1.31,1.31,1.30,1.39,1.39,1.62,1.07,"",132,6.2,508,2.0,565,2.2,298,1.1,27724258,6.8,25804689,6.8,-262424,-4.3,60,5.0
"C1074","5","1012","43","0","2024","2","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2249,26796,27031,27212,450443588,291506480,3854498,1283,"",1.04,1.28,1.27,1.26,1.31,1.36,1.24,1.03,"",87,4.0,-131,-0.5,-179,-0.7,-306,-1.1,12973890,3.0,9727437,3.5,-250546,-6.1,47,3.8
"C1074","5","1012","43","0","2024","3","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2255,27480,27526,27461,491554784,162104896,2134968,1376,"",1.03,1.27,1.26,1.27,1.34,1.18,1.10,1.06,"",45,2.0,291,1.1,165,0.6,53,0.2,34510796,7.6,4553508,2.9,-70610,-3.2,89,6.9
"C1074","5","1012","43","0","2024","4","","Albuquerque, NM MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",2293,27630,27308,27185,542300860,110382063,1500107,1524,"",1.03,1.28,1.27,1.29,1.36,1.23,1.23,1.06,"",59,2.6,164,0.6,-77,-0.3,-293,-1.1,39421931,7.8,3401064,3.2,-59946,-3.8,114,8.1
"C1074","5","1013","43","0","2024","1","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",788,16900,17068,17063,321659876,271879200,1829068,1455,"",0.85,0.51,0.51,0.51,0.54,0.56,0.50,1.06,"",-5,-0.6,-90,-0.5,103,0.6,307,1.8,25858838,8.7,20844214,8.3,78252,4.5,109,8.1
"C1074","5","1013","43","0","2024","2","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",785,17109,16990,17134,304200780,158263751,1166711,1370,"",0.85,0.52,0.51,0.51,0.54,0.65,0.67,1.05,"",-9,-1.1,228,1.4,208,1.2,358,2.1,29640836,10.8,11573709,7.9,59806,5.4,114,9.1
"C1074","5","1013","43","0","2024","3","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",778,17282,17402,17317,319992017,91167949,679279,1420,"",0.84,0.52,0.52,0.52,0.55,0.65,0.65,1.06,"",-16,-2.0,470,2.8,492,2.9,460,2.7,38676327,13.7,6890165,8.2,-2949,-0.4,136,10.6
"C1074","5","1013","43","0","2024","4","","Albuquerque, NM MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",787,17395,17023,17028,378716992,56796746,379531,1699,"",0.84,0.53,0.52,0.52,0.63,0.66,0.57,1.20,"",-5,-0.6,544,3.2,194,1.2,24,0.1,64441157,20.5,2089382,3.8,-23154,-5.7,268,18.7
"C1074","5","102","42","0","2024","1","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",23808,275086,276436,276792,4007927044,3205207951,22694777,1117,"",1.00,0.98,0.98,0.98,0.91,1.04,0.99,0.93,"",1079,4.7,2449,0.9,2260,0.8,2701,1.0,156138090,4.1,167581901,5.5,1476386,7.0,34,3.1
"C1074","5","102","42","0","2024","2","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",23783,279436,280801,280063,3858827046,2034199608,15705265,1060,"",1.00,0.98,0.98,0.98,0.92,1.03,1.01,0.94,"",526,2.3,2582,0.9,2855,1.0,2113,0.8,181182899,4.9,100702404,5.2,1101574,7.5,41,4.0
"C1074","5","102","42","0","2024","3","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",23970,278553,281490,280887,3972101778,1361746180,10613454,1090,"",1.00,0.97,0.97,0.98,0.91,1.05,1.05,0.93,"",258,1.1,3037,1.1,4380,1.6,4150,1.5,241672703,6.5,68900733,5.3,1035290,10.8,52,5.0
"C1074","5","102","42","0","2024","4","","Albuquerque, NM MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",24651,281155,282222,281226,4188360928,1013108182,7941261,1144,"",1.01,0.98,0.98,0.97,0.90,1.05,1.02,0.92,"",883,3.7,2935,1.1,2652,0.9,1259,0.4,205370954,5.2,48334415,5.0,715215,9.9,47,4.3
"C1074","5","1021","43","0","2024","1","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4378,67262,66950,66892,820273506,740280725,5552504,941,"",0.91,0.90,0.90,0.90,0.87,0.87,0.96,0.96,"",211,5.1,-601,-0.9,-560,-0.8,-448,-0.7,11367084,1.4,15201587,2.1,584676,11.8,20,2.2
"C1074","5","1021","43","0","2024","2","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4386,66378,66641,66773,805974692,536545569,3918723,931,"",0.92,0.89,0.90,0.90,0.86,0.97,1.01,0.96,"",114,2.7,-1004,-1.5,-760,-1.1,-529,-0.8,31383191,4.1,31639937,6.3,400437,11.4,46,5.2
"C1074","5","1021","43","0","2024","3","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4377,66840,68310,68776,853298713,378186783,2826330,966,"",0.92,0.90,0.91,0.92,0.88,1.06,1.16,0.97,"",51,1.2,-168,-0.3,1049,1.6,1344,2.0,62371977,7.9,26552916,7.6,341824,13.8,61,6.7
"C1074","5","1021","43","0","2024","4","","Albuquerque, NM MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",4515,68800,69910,70096,870885079,277757524,2084054,962,"",0.93,0.92,0.92,0.91,0.86,1.03,1.08,0.94,"",168,3.9,1155,1.7,831,1.2,754,1.1,43527145,5.3,20553132,8.0,292925,16.4,35,3.8
"C1074","5","1022","43","0","2024","1","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",838,5093,5477,5569,116095199,89496554,1035789,1660,"",1.23,0.67,0.71,0.73,0.41,0.65,0.88,0.59,"",111,15.3,-334,-6.2,-180,-3.2,-364,-6.1,1006769,0.9,-3030665,-3.3,-325909,-23.9,99,6.3
"C1074","5","1022","43","0","2024","2","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",836,5926,5585,5656,106299092,55306281,705628,1429,"",1.23,0.78,0.74,0.75,0.41,1.06,1.50,0.54,"",69,9.0,-199,-3.2,-629,-10.1,-174,-3.0,-6778744,-6.0,-1640535,-2.9,-280493,-28.4,-7,-0.5
"C1074","5","1022","43","0","2024","3","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",858,5230,5226,5145,93432955,22881223,283604,1382,"",1.25,0.69,0.69,0.68,0.34,0.82,1.00,0.50,"",73,9.3,-385,-6.9,123,2.4,109,2.2,-910769,-1.0,1900391,9.1,58631,26.1,0,0.0
"C1074","5","1022","43","0","2024","4","","Albuquerque, NM MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",888,5061,5208,5201,99401421,14800412,222245,1483,"",1.26,0.68,0.69,0.69,0.36,0.75,1.03,0.52,"",87,10.9,-116,-2.2,52,1.0,-310,-5.6,-612844,-0.6,123545,0.8,-16545,-6.9,26,1.8
"C1074","5","1023","43","0","2024","1","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2773,17838,17807,17801,358812530,284016748,2193181,1549,"",1.11,0.79,0.79,0.79,0.50,0.82,0.87,0.64,"",76,2.8,-896,-4.8,-873,-4.7,-886,-4.7,5732512,1.6,18237140,6.9,314670,16.8,97,6.7
"C1074","5","1023","43","0","2024","2","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2764,17882,17871,17766,317247099,172753591,1328708,1368,"",1.11,0.79,0.79,0.78,0.63,1.21,1.32,0.80,"",40,1.5,-345,-1.9,-376,-2.1,-525,-2.9,10260615,3.3,-719743,-0.4,155672,13.3,74,5.7
"C1074","5","1023","43","0","2024","3","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2790,17834,17824,17653,313470215,91459628,750227,1357,"",1.12,0.79,0.78,0.78,0.60,1.08,1.19,0.77,"",21,0.8,-398,-2.2,-466,-2.5,-571,-3.1,7476744,2.4,1156976,1.3,97315,14.9,67,5.2
"C1074","5","1023","43","0","2024","4","","Albuquerque, NM MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",2850,17817,17827,17865,343028018,54123129,442342,1479,"",1.12,0.78,0.78,0.79,0.58,0.92,0.96,0.74,"",107,3.9,-392,-2.2,-320,-1.8,-277,-1.5,14642320,4.5,-1052840,-1.9,33948,8.3,88,6.3
"C1074","5","1024","43","0","2024","1","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",6138,65150,65764,65444,1437034240,1146785569,7644065,1689,"",1.06,1.13,1.13,1.12,1.16,1.38,1.12,1.03,"",395,6.9,1977,3.1,2132,3.4,2071,3.3,71090738,5.2,86078834,8.1,719886,10.4,32,1.9
"C1074","5","1024","43","0","2024","2","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",6111,65929,66221,65772,1285896815,490267599,4481305,1499,"",1.05,1.12,1.13,1.12,1.07,1.05,1.07,0.95,"",219,3.7,1845,2.9,1912,3.0,1883,2.9,70231749,5.8,25592186,5.5,609557,15.7,40,2.7
"C1074","5","1024","43","0","2024","3","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",6164,64880,65779,65904,1382957848,290889811,2817916,1624,"",1.05,1.11,1.11,1.12,1.13,1.00,1.06,1.02,"",142,2.4,1233,1.9,1267,2.0,1166,1.8,103013108,8.0,8291979,2.9,413950,17.2,93,6.1
"C1074","5","1024","43","0","2024","4","","Albuquerque, NM MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",6330,65378,65651,65271,1442837165,212422716,2135910,1696,"",1.05,1.11,1.11,1.11,1.07,0.95,1.03,0.96,"",236,3.9,351,0.5,114,0.2,-252,-0.4,69311662,5.0,1528150,0.7,318388,17.5,80,5.0
"C1074","5","1025","43","0","2024","1","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5460,65566,66119,65810,872364011,556450881,3626727,1019,"",1.10,1.01,1.01,1.00,1.07,1.23,1.13,1.06,"",132,2.5,1177,1.8,1208,1.9,1469,2.3,48531952,5.9,32968849,6.3,15762,0.4,37,3.8
"C1074","5","1025","43","0","2024","2","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5496,66758,67052,66704,918526519,419869040,2875188,1057,"",1.09,1.01,1.02,1.02,1.06,1.28,1.17,1.05,"",20,0.4,1448,2.2,1372,2.1,814,1.2,53960613,6.2,27907409,7.1,118472,4.3,44,4.3
"C1074","5","1025","43","0","2024","3","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5566,66180,67275,66905,897682845,283704897,2022787,1034,"",1.09,1.01,1.01,1.00,0.98,1.30,1.27,0.97,"",-52,-0.9,1295,2.0,1705,2.6,1637,2.5,53095093,6.3,17888517,6.7,86508,4.5,38,3.8
"C1074","5","1025","43","0","2024","4","","Albuquerque, NM MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",5773,67798,68289,68159,995870604,221892548,1547690,1125,"",1.08,1.01,1.01,1.01,1.06,1.32,1.21,1.05,"",163,2.9,1493,2.3,1839,2.8,1710,2.6,56055562,6.0,14639892,7.1,52070,3.5,36,3.3
"C1074","5","1026","43","0","2024","1","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2154,44106,44191,45086,284467502,279769223,1669306,492,"",0.95,1.06,1.05,1.06,1.07,0.85,0.71,1.01,"",68,3.3,928,2.1,397,0.9,589,1.3,11113302,4.1,11499446,4.3,13705,0.8,12,2.5
"C1074","5","1026","43","0","2024","2","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2160,46296,47070,46986,302657811,275878011,1677641,498,"",0.96,1.07,1.06,1.04,1.02,0.81,0.61,0.97,"",42,2.0,726,1.6,1195,2.6,565,1.2,15876410,5.5,13989687,5.3,39999,2.4,18,3.8
"C1074","5","1026","43","0","2024","3","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2170,47106,46728,46100,306413544,240916447,1469654,505,"",0.95,1.05,1.04,1.05,0.98,0.95,0.72,0.94,"",8,0.4,1366,3.0,658,1.4,323,0.7,10752299,3.6,10397658,4.5,11308,0.8,9,1.8
"C1074","5","1026","43","0","2024","4","","Albuquerque, NM MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2214,45771,44796,44210,305384526,193792852,1187270,523,"",0.95,1.06,1.04,1.03,0.96,1.09,0.85,0.92,"",55,2.5,125,0.3,-208,-0.5,-572,-1.3,13439509,4.6,10368945,5.7,22758,2.0,26,5.2
"C1074","5","1027","43","0","2024","1","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",2067,10071,10128,10190,118880056,108408251,973205,903,"",1.01,0.85,0.84,0.85,0.97,0.92,1.11,1.14,"",86,4.3,198,2.0,136,1.4,270,2.7,7295733,6.5,6626710,6.5,153596,18.7,38,4.4
"C1074","5","1027","43","0","2024","2","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",2030,10267,10361,10406,122225018,83579517,718072,909,"",0.99,0.85,0.85,0.84,0.93,0.96,1.06,1.10,"",22,1.1,111,1.1,141,1.4,79,0.8,6249065,5.4,3933463,4.9,57930,8.8,37,4.2
"C1074","5","1027","43","0","2024","3","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",2045,10483,10348,10404,124845658,53707391,442936,922,"",0.99,0.86,0.84,0.86,0.92,0.96,1.01,1.08,"",15,0.7,94,0.9,44,0.4,142,1.4,5874251,4.9,2712296,5.3,25754,6.2,35,3.9
"C1074","5","1027","43","0","2024","4","","Albuquerque, NM MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",2081,10530,10541,10424,130954115,38319001,321750,960,"",0.99,0.86,0.86,0.86,0.94,0.95,0.98,1.09,"",67,3.3,319,3.1,344,3.4,206,2.0,9007600,7.4,2173591,6.0,11671,3.8,41,4.5
